2020 01 21 Snohomish Washington 53061 1 0
2020 01 22 Snohomish Washington 53061 1 0
2020 01 23 Snohomish Washington 53061 1 0
2020 01 24 Cook Illinois 17031 1 0
2020 01 24 Snohomish Washington 53061 1 0
2020 01 25 Orange California 06059 1 0
2020 01 25 Cook Illinois 17031 1 0
2020 01 25 Snohomish Washington 53061 1 0
2020 01 26 Maricopa Arizona 04013 1 0
2020 01 26 LosAngeles California 06037 1 0
2020 01 26 Orange California 06059 1 0
2020 01 26 Cook Illinois 17031 1 0
2020 01 26 Snohomish Washington 53061 1 0
2020 01 27 Maricopa Arizona 04013 1 0
2020 01 27 LosAngeles California 06037 1 0
2020 01 27 Orange California 06059 1 0
2020 01 27 Cook Illinois 17031 1 0
2020 01 27 Snohomish Washington 53061 1 0
2020 01 28 Maricopa Arizona 04013 1 0
2020 01 28 LosAngeles California 06037 1 0
2020 01 28 Orange California 06059 1 0
2020 01 28 Cook Illinois 17031 1 0
